Booking_ID,no_of_adults,no_of_children,total_people,no_of_weekend_nights,no_of_week_nights,total_nights,lead_time,avg_price_per_room,booking_status
INN27501,2,0,2,0,3,3,88,109.80000305175781,Not_Canceled
INN27502,2,0,2,1,2,3,418,75.0,Canceled
INN27503,2,2,4,1,2,3,65,214.75999450683594,Not_Canceled
INN27504,1,0,1,2,1,3,93,115.0,Canceled
INN27505,2,0,2,1,4,5,21,139.1999969482422,Not_Canceled
INN27506,2,0,2,0,3,3,27,100.0,Not_Canceled
INN27507,1,0,1,0,2,2,256,90.0,Not_Canceled
INN27508,2,0,2,0,2,2,35,109.0,Canceled
INN27509,2,0,2,0,2,2,86,105.0,Not_Canceled
INN27510,2,0,2,1,2,3,71,79.19999694824219,Not_Canceled
INN27511,2,0,2,0,4,4,17,79.0,Canceled
INN27512,2,0,2,0,3,3,304,89.0,Canceled
INN27513,2,0,2,0,3,3,80,89.25,Not_Canceled
INN27514,2,0,2,0,3,3,192,94.5,Canceled
INN27515,2,0,2,0,3,3,58,153.0,Not_Canceled
INN27516,2,0,2,2,3,5,207,90.94999694824219,Canceled
INN27517,3,0,3,0,3,3,97,168.3000030517578,Canceled
INN27518,2,0,2,0,3,3,18,146.0,Not_Canceled
INN27519,1,0,1,0,3,3,71,120.0,Not_Canceled
INN27520,2,0,2,0,2,2,132,105.30000305175781,Not_Canceled
INN27521,2,0,2,0,1,1,53,89.4000015258789,Not_Canceled
INN27522,2,0,2,0,1,1,1,108.0,Not_Canceled
INN27523,2,0,2,1,3,4,41,118.95999908447266,Not_Canceled
INN27524,2,0,2,0,2,2,122,85.0,Not_Canceled
INN27525,2,0,2,0,1,1,13,89.0,Not_Canceled
INN27526,2,0,2,1,4,5,38,120.69999694824219,Not_Canceled
INN27527,2,0,2,0,1,1,30,126.9000015258789,Not_Canceled
INN27528,2,0,2,1,0,1,22,105.0,Not_Canceled
INN27529,2,0,2,0,3,3,0,150.0,Not_Canceled
INN27530,0,2,2,1,3,4,102,101.33999633789062,Canceled
INN27531,2,0,2,0,1,1,13,116.0,Not_Canceled
INN27532,2,0,2,1,2,3,5,99.0,Not_Canceled
INN27533,2,0,2,1,1,2,68,107.94999694824219,Not_Canceled
INN27534,2,0,2,0,1,1,133,94.5,Canceled
INN27535,1,0,1,2,4,6,53,122.4000015258789,Canceled
INN27536,2,0,2,2,3,5,45,108.79000091552734,Not_Canceled
INN27537,1,0,1,0,1,1,1,65.0,Not_Canceled
INN27538,2,0,2,1,2,3,40,78.30000305175781,Canceled
INN27539,3,0,3,1,2,3,83,210.60000610351562,Not_Canceled
INN27540,2,0,2,2,7,9,199,94.5,Canceled
INN27541,2,0,2,2,2,4,40,83.9000015258789,Not_Canceled
INN27542,2,0,2,1,4,5,148,67.0,Not_Canceled
INN27543,2,0,2,0,1,1,1,111.0,Not_Canceled
INN27544,2,0,2,1,2,3,3,228.3300018310547,Not_Canceled
INN27545,3,0,3,0,1,1,26,177.0,Not_Canceled
INN27546,2,0,2,2,1,3,2,114.0,Not_Canceled
INN27547,2,0,2,1,2,3,28,88.0,Not_Canceled
INN27548,2,0,2,1,2,3,81,75.0,Not_Canceled
INN27549,2,0,2,0,3,3,93,96.30000305175781,Not_Canceled
INN27550,1,0,1,0,4,4,8,92.16999816894531,Not_Canceled
INN27551,1,0,1,0,4,4,5,80.0,Not_Canceled
INN27552,2,0,2,0,1,1,105,75.0,Canceled
INN27553,2,0,2,0,3,3,271,101.33000183105469,Canceled
INN27554,1,0,1,1,1,2,5,80.0,Not_Canceled
INN27555,3,0,3,1,0,1,89,137.6999969482422,Not_Canceled
INN27556,2,0,2,2,1,3,11,95.0,Not_Canceled
INN27557,1,0,1,2,2,4,88,68.0,Canceled
INN27558,2,0,2,1,3,4,210,86.0,Canceled
INN27559,2,0,2,0,1,1,54,0.0,Not_Canceled
INN27560,1,0,1,1,0,1,0,65.0,Not_Canceled
INN27561,2,2,4,2,5,7,217,167.9499969482422,Canceled
INN27562,1,0,1,2,3,5,6,68.66999816894531,Not_Canceled
INN27563,2,0,2,2,2,4,21,105.0,Not_Canceled
INN27564,2,0,2,0,3,3,19,82.83000183105469,Not_Canceled
INN27565,2,0,2,0,2,2,102,101.5,Canceled
INN27566,2,0,2,0,1,1,28,75.0,Not_Canceled
INN27567,2,0,2,1,1,2,19,48.0,Canceled
INN27568,1,0,1,0,1,1,21,85.0,Canceled
INN27569,2,0,2,0,2,2,40,140.39999389648438,Canceled
INN27570,2,0,2,0,2,2,265,115.0,Canceled
INN27571,2,0,2,2,0,2,19,65.0999984741211,Canceled
INN27572,2,0,2,0,2,2,377,115.0,Canceled
INN27573,2,0,2,2,5,7,119,46.5099983215332,Canceled
INN27574,2,0,2,1,2,3,15,106.33000183105469,Canceled
INN27575,2,0,2,0,1,1,16,95.0,Not_Canceled
INN27576,2,0,2,2,1,3,1,54.0,Not_Canceled
INN27577,2,0,2,2,3,5,65,112.19999694824219,Not_Canceled
INN27578,1,0,1,0,1,1,255,87.0,Not_Canceled
INN27579,1,0,1,0,2,2,107,120.0,Not_Canceled
INN27580,1,0,1,1,2,3,18,80.0,Not_Canceled
INN27581,1,0,1,0,1,1,54,65.0,Not_Canceled
INN27582,2,0,2,2,2,4,220,84.1500015258789,Canceled
INN27583,2,0,2,2,0,2,29,76.80999755859375,Not_Canceled
INN27584,2,0,2,1,4,5,275,90.0,Canceled
INN27585,2,0,2,1,3,4,190,119.8499984741211,Canceled
INN27586,2,0,2,2,2,4,159,83.5,Canceled
INN27587,2,0,2,0,3,3,279,110.0,Canceled
INN27588,2,0,2,0,1,1,40,104.48999786376953,Not_Canceled
INN27589,2,0,2,1,5,6,6,70.0,Not_Canceled
INN27590,1,0,1,0,1,1,99,80.0,Not_Canceled
INN27591,3,0,3,1,2,3,28,125.7699966430664,Canceled
INN27592,1,0,1,0,1,1,0,65.0,Not_Canceled
INN27593,1,0,1,2,3,5,59,79.05000305175781,Not_Canceled
INN27594,2,0,2,1,3,4,25,166.0,Not_Canceled
INN27595,2,1,3,2,5,7,187,111.3499984741211,Canceled
INN27596,1,0,1,2,1,3,93,115.0,Canceled
INN27597,2,0,2,1,4,5,6,72.25,Not_Canceled
INN27598,2,0,2,2,2,4,146,99.44999694824219,Not_Canceled
INN27599,2,0,2,0,1,1,219,108.0,Canceled
INN27600,1,0,1,2,3,5,192,102.0,Canceled
INN27601,2,0,2,2,2,4,23,135.0,Canceled
INN27602,2,1,3,0,5,5,128,135.0,Canceled
INN27603,1,0,1,1,1,2,3,123.5,Not_Canceled
INN27604,2,0,2,2,3,5,28,130.66000366210938,Not_Canceled
INN27605,1,0,1,0,3,3,113,100.0,Canceled
INN27606,2,0,2,0,3,3,10,136.6699981689453,Not_Canceled
INN27607,1,0,1,2,0,2,2,65.0,Not_Canceled
INN27608,2,0,2,2,0,2,39,99.9000015258789,Not_Canceled
INN27609,2,0,2,0,1,1,142,90.9000015258789,Canceled
INN27610,2,0,2,0,2,2,68,79.19999694824219,Canceled
INN27611,2,0,2,0,2,2,74,101.5,Not_Canceled
INN27612,2,0,2,1,0,1,1,119.0,Not_Canceled
INN27613,2,0,2,1,1,2,21,124.0,Not_Canceled
INN27614,2,0,2,1,3,4,188,90.94999694824219,Not_Canceled
INN27615,2,0,2,0,3,3,304,89.0,Canceled
INN27616,2,1,3,0,2,2,95,103.29000091552734,Canceled
INN27617,2,0,2,0,1,1,55,104.0,Not_Canceled
INN27618,2,0,2,1,0,1,19,89.0,Not_Canceled
INN27619,2,0,2,0,2,2,158,114.30000305175781,Canceled
INN27620,1,0,1,0,2,2,192,95.0,Not_Canceled
INN27621,2,0,2,1,2,3,1,78.5,Not_Canceled
INN27622,2,0,2,2,5,7,244,78.54000091552734,Not_Canceled
INN27623,2,0,2,1,1,2,91,125.0999984741211,Not_Canceled
INN27624,2,0,2,0,2,2,0,102.0,Not_Canceled
INN27625,2,0,2,0,3,3,143,100.0,Not_Canceled
INN27626,2,0,2,0,3,3,433,70.0,Canceled
INN27627,2,0,2,2,4,6,307,108.0,Canceled
INN27628,1,0,1,1,0,1,4,153.0,Not_Canceled
INN27629,2,0,2,2,2,4,120,71.66999816894531,Not_Canceled
INN27630,2,0,2,0,2,2,39,101.5,Not_Canceled
INN27631,2,1,3,2,1,3,126,130.5,Canceled
INN27632,2,0,2,0,4,4,49,71.0,Not_Canceled
INN27633,1,0,1,1,0,1,5,159.0,Not_Canceled
INN27634,2,0,2,2,0,2,275,110.0,Canceled
INN27635,3,0,3,2,1,3,145,138.5,Not_Canceled
INN27636,2,0,2,1,4,5,172,79.02999877929688,Not_Canceled
INN27637,2,0,2,0,2,2,24,144.5,Canceled
INN27638,2,0,2,1,3,4,105,110.08000183105469,Not_Canceled
INN27639,2,0,2,1,4,5,130,107.94999694824219,Not_Canceled
INN27640,1,1,2,0,0,0,22,0.0,Not_Canceled
INN27641,2,0,2,0,2,2,39,101.5,Not_Canceled
INN27642,2,0,2,0,2,2,39,149.39999389648438,Canceled
INN27643,2,0,2,1,0,1,0,111.19999694824219,Not_Canceled
INN27644,2,0,2,1,1,2,36,91.30000305175781,Not_Canceled
INN27645,1,0,1,1,1,2,159,65.0,Not_Canceled
INN27646,2,0,2,0,5,5,140,70.0,Not_Canceled
INN27647,2,0,2,1,3,4,132,101.58000183105469,Not_Canceled
INN27648,2,0,2,2,5,7,64,82.66999816894531,Not_Canceled
INN27649,2,0,2,0,1,1,53,89.4000015258789,Not_Canceled
INN27650,2,0,2,2,3,5,101,72.25,Canceled
INN27651,2,0,2,1,3,4,217,80.75,Not_Canceled
INN27652,2,0,2,0,3,3,19,156.0,Not_Canceled
INN27653,2,0,2,0,4,4,27,110.0,Not_Canceled
INN27654,2,0,2,0,3,3,85,119.69999694824219,Canceled
INN27655,2,0,2,0,2,2,102,109.0,Not_Canceled
INN27656,2,0,2,2,2,4,44,74.80000305175781,Not_Canceled
INN27657,2,0,2,0,2,2,39,101.5,Not_Canceled
INN27658,1,0,1,2,2,4,107,75.13999938964844,Not_Canceled
INN27659,1,0,1,1,2,3,253,2.0,Not_Canceled
INN27660,3,0,3,0,1,1,27,128.1999969482422,Not_Canceled
INN27661,3,0,3,0,1,1,23,119.4000015258789,Not_Canceled
INN27662,2,0,2,2,2,4,99,65.0,Canceled
INN27663,1,0,1,1,1,2,12,79.0,Not_Canceled
INN27664,1,0,1,0,1,1,2,119.0,Not_Canceled
INN27665,1,0,1,0,3,3,37,95.0,Not_Canceled
INN27666,2,0,2,1,1,2,0,0.0,Not_Canceled
INN27667,1,0,1,1,2,3,1,105.0,Not_Canceled
INN27668,2,0,2,1,2,3,59,85.0,Not_Canceled
INN27669,2,2,4,2,5,7,296,158.39999389648438,Canceled
INN27670,2,0,2,0,1,1,180,70.0,Canceled
INN27671,2,0,2,0,1,1,1,111.0,Not_Canceled
INN27672,2,0,2,0,3,3,12,65.0,Not_Canceled
INN27673,1,0,1,2,3,5,16,169.60000610351562,Not_Canceled
INN27674,1,0,1,2,1,3,1,60.0,Canceled
INN27675,1,0,1,0,2,2,74,80.0,Not_Canceled
INN27676,3,0,3,0,3,3,54,98.0999984741211,Not_Canceled
INN27677,2,0,2,2,1,3,277,60.290000915527344,Not_Canceled
INN27678,2,0,2,2,2,4,26,96.9000015258789,Canceled
INN27679,2,0,2,1,2,3,55,109.80000305175781,Not_Canceled
INN27680,2,0,2,2,3,5,116,99.44999694824219,Not_Canceled
INN27681,2,0,2,0,1,1,26,105.0,Not_Canceled
INN27682,2,0,2,0,3,3,37,105.0,Not_Canceled
INN27683,2,0,2,1,2,3,64,126.9000015258789,Canceled
INN27684,2,0,2,0,4,4,204,76.5,Not_Canceled
INN27685,1,0,1,1,2,3,276,106.0,Canceled
INN27686,2,0,2,0,2,2,172,109.80000305175781,Canceled
INN27687,2,0,2,0,4,4,261,106.25,Canceled
INN27688,2,0,2,2,2,4,59,96.9000015258789,Not_Canceled
INN27689,2,0,2,0,1,1,6,89.0,Not_Canceled
INN27690,2,0,2,2,2,4,4,85.0,Not_Canceled
INN27691,2,0,2,0,2,2,74,75.0,Not_Canceled
INN27692,2,0,2,0,1,1,105,75.0,Canceled
INN27693,2,1,3,2,5,7,54,146.6999969482422,Canceled
INN27694,2,3,5,0,2,2,114,266.29998779296875,Canceled
INN27695,2,0,2,2,5,7,91,127.80000305175781,Not_Canceled
INN27696,1,0,1,0,3,3,71,98.0,Not_Canceled
INN27697,2,0,2,2,2,4,123,113.55000305175781,Canceled
INN27698,2,0,2,0,1,1,5,75.0,Not_Canceled
INN27699,3,0,3,1,1,2,17,187.0,Not_Canceled
INN27700,2,1,3,1,3,4,38,118.80000305175781,Canceled
INN27701,1,0,1,1,2,3,180,120.0,Canceled
INN27702,2,0,2,1,2,3,305,89.0,Canceled
INN27703,2,0,2,0,2,2,87,72.25,Not_Canceled
INN27704,2,0,2,1,4,5,9,109.0,Not_Canceled
INN27705,2,0,2,2,2,4,14,98.38999938964844,Not_Canceled
INN27706,2,0,2,0,4,4,262,100.30000305175781,Canceled
INN27707,2,0,2,2,1,3,205,90.0,Canceled
INN27708,2,0,2,0,2,2,11,75.0,Canceled
INN27709,2,0,2,0,1,1,219,108.0,Canceled
INN27710,2,0,2,2,2,4,124,99.44999694824219,Not_Canceled
INN27711,1,0,1,1,0,1,2,76.0,Not_Canceled
INN27712,2,0,2,1,1,2,247,109.0,Canceled
INN27713,2,0,2,2,3,5,107,90.94999694824219,Not_Canceled
INN27714,1,0,1,1,1,2,4,128.0,Not_Canceled
INN27715,2,0,2,0,2,2,50,97.19999694824219,Not_Canceled
INN27716,2,0,2,0,1,1,18,129.0,Not_Canceled
INN27717,2,0,2,0,2,2,78,85.5,Canceled
INN27718,1,0,1,0,2,2,188,130.0,Canceled
INN27719,2,0,2,2,1,3,6,100.80000305175781,Not_Canceled
INN27720,2,0,2,0,1,1,80,122.4000015258789,Not_Canceled
INN27721,2,2,4,2,1,3,2,244.8000030517578,Not_Canceled
INN27722,2,0,2,2,4,6,78,48.33000183105469,Not_Canceled
INN27723,1,0,1,0,1,1,9,65.0,Not_Canceled
INN27724,2,0,2,0,2,2,74,109.0,Not_Canceled
INN27725,1,0,1,0,1,1,11,139.0,Not_Canceled
INN27726,2,0,2,0,3,3,304,89.0,Canceled
INN27727,2,0,2,0,3,3,159,198.89999389648438,Canceled
INN27728,3,0,3,0,1,1,220,105.4000015258789,Canceled
INN27729,2,0,2,2,4,6,118,86.66999816894531,Not_Canceled
INN27730,3,0,3,1,2,3,40,150.3000030517578,Canceled
INN27731,1,0,1,1,5,6,177,75.19999694824219,Not_Canceled
INN27732,2,0,2,0,3,3,7,164.0,Not_Canceled
INN27733,2,0,2,2,2,4,18,87.0,Not_Canceled
INN27734,1,0,1,0,1,1,14,184.0,Not_Canceled
INN27735,1,0,1,2,1,3,116,75.0,Not_Canceled
INN27736,2,0,2,0,1,1,91,106.91999816894531,Canceled
INN27737,2,0,2,1,3,4,62,65.66000366210938,Not_Canceled
INN27738,2,0,2,0,2,2,11,1.4800000190734863,Not_Canceled
INN27739,2,0,2,2,5,7,122,77.44000244140625,Canceled
INN27740,2,0,2,0,2,2,27,108.0,Not_Canceled
INN27741,3,0,3,0,1,1,10,137.0,Canceled
INN27742,2,0,2,0,4,4,98,75.0,Not_Canceled
INN27743,2,0,2,0,3,3,259,90.0,Canceled
INN27744,3,0,3,2,3,5,66,111.91999816894531,Not_Canceled
INN27745,2,0,2,0,1,1,40,108.9000015258789,Not_Canceled
INN27746,2,1,3,2,3,5,225,71.91000366210938,Canceled
INN27747,1,0,1,2,4,6,69,120.0,Canceled
INN27748,2,0,2,2,3,5,104,69.30000305175781,Not_Canceled
INN27749,2,0,2,1,2,3,0,135.6699981689453,Not_Canceled
INN27750,2,0,2,1,4,5,58,109.4000015258789,Not_Canceled
INN27751,2,0,2,1,3,4,55,88.4000015258789,Not_Canceled
INN27752,1,0,1,0,1,1,59,80.0,Not_Canceled
INN27753,2,0,2,0,3,3,12,65.0,Not_Canceled
INN27754,2,2,4,2,6,8,291,146.1999969482422,Not_Canceled
INN27755,2,0,2,1,2,3,10,108.66999816894531,Not_Canceled
INN27756,2,0,2,0,2,2,43,72.0,Not_Canceled
INN27757,1,0,1,0,3,3,71,120.0,Not_Canceled
INN27758,2,0,2,2,6,8,119,72.25,Not_Canceled
INN27759,2,0,2,0,2,2,273,109.0,Canceled
INN27760,2,2,4,2,4,6,21,206.0,Canceled
INN27761,1,0,1,1,0,1,0,74.69000244140625,Not_Canceled
INN27762,2,0,2,0,1,1,238,115.19999694824219,Canceled
INN27763,2,0,2,0,3,3,38,137.3300018310547,Not_Canceled
INN27764,2,0,2,0,3,3,48,73.0999984741211,Canceled
INN27765,2,0,2,1,3,4,10,136.0,Not_Canceled
INN27766,2,0,2,2,0,2,75,105.0,Canceled
INN27767,0,2,2,2,0,2,34,124.25,Not_Canceled
INN27768,2,0,2,0,2,2,64,140.39999389648438,Canceled
INN27769,2,0,2,0,1,1,2,155.80999755859375,Not_Canceled
INN27770,2,0,2,2,0,2,386,115.0,Canceled
INN27771,2,0,2,0,1,1,1,98.0,Not_Canceled
INN27772,1,0,1,0,2,2,103,115.0,Canceled
INN27773,2,0,2,2,2,4,13,79.1500015258789,Not_Canceled
INN27774,2,0,2,0,1,1,39,118.80000305175781,Not_Canceled
INN27775,2,0,2,0,1,1,17,80.0,Not_Canceled
INN27776,2,1,3,1,3,4,84,149.17999267578125,Not_Canceled
INN27777,1,0,1,0,2,2,181,120.0,Canceled
INN27778,1,0,1,0,2,2,39,87.0,Not_Canceled
INN27779,2,0,2,2,1,3,103,94.5,Not_Canceled
INN27780,1,1,2,1,1,2,131,164.25,Canceled
INN27781,2,0,2,1,1,2,275,62.79999923706055,Canceled
INN27782,2,0,2,1,0,1,0,75.0,Canceled
INN27783,2,0,2,1,3,4,189,72.25,Not_Canceled
INN27784,2,0,2,0,2,2,17,48.0,Not_Canceled
INN27785,2,0,2,2,3,5,18,139.0,Not_Canceled
INN27786,2,0,2,1,2,3,5,90.0,Not_Canceled
INN27787,1,0,1,0,2,2,346,90.0,Canceled
INN27788,2,0,2,0,2,2,111,107.0999984741211,Not_Canceled
INN27789,2,0,2,1,3,4,103,95.87999725341797,Not_Canceled
INN27790,2,2,4,2,1,3,30,198.89999389648438,Not_Canceled
INN27791,1,0,1,1,3,4,47,152.1999969482422,Canceled
INN27792,2,0,2,0,2,2,154,79.19999694824219,Not_Canceled
INN27793,1,0,1,0,3,3,151,80.0,Not_Canceled
INN27794,2,0,2,2,2,4,121,107.94999694824219,Canceled
INN27795,1,0,1,1,0,1,111,120.0,Canceled
INN27796,2,0,2,0,2,2,4,146.0,Not_Canceled
INN27797,2,0,2,2,2,4,30,140.39999389648438,Canceled
INN27798,2,0,2,0,2,2,320,115.0,Canceled
INN27799,2,0,2,0,1,1,40,125.0,Not_Canceled
INN27800,2,0,2,0,4,4,92,95.19999694824219,Canceled
INN27801,2,0,2,0,1,1,49,110.0,Not_Canceled
INN27802,2,0,2,1,2,3,23,104.0,Not_Canceled
INN27803,2,0,2,0,1,1,9,111.3499984741211,Canceled
INN27804,2,0,2,2,3,5,89,90.94999694824219,Not_Canceled
INN27805,2,0,2,1,0,1,258,110.0,Canceled
INN27806,2,0,2,1,3,4,153,118.80000305175781,Canceled
INN27807,1,0,1,0,1,1,17,95.0,Not_Canceled
INN27808,2,0,2,0,3,3,108,80.75,Not_Canceled
INN27809,2,0,2,1,2,3,80,65.83000183105469,Not_Canceled
INN27810,2,0,2,0,3,3,122,116.0999984741211,Canceled
INN27811,1,0,1,2,5,7,8,187.42999267578125,Not_Canceled
INN27812,2,1,3,1,0,1,15,127.0,Not_Canceled
INN27813,2,0,2,1,4,5,45,104.72000122070312,Not_Canceled
INN27814,2,0,2,2,0,2,118,85.5,Canceled
INN27815,1,0,1,2,1,3,117,72.5,Not_Canceled
INN27816,2,0,2,0,1,1,2,69.5,Not_Canceled
INN27817,1,0,1,1,2,3,123,93.9000015258789,Canceled
INN27818,2,0,2,0,3,3,188,85.5,Canceled
INN27819,1,0,1,0,1,1,1,67.0,Not_Canceled
INN27820,2,0,2,0,2,2,14,105.0,Not_Canceled
INN27821,1,0,1,0,2,2,29,66.18000030517578,Not_Canceled
INN27822,3,0,3,0,4,4,183,123.30000305175781,Canceled
INN27823,2,1,3,2,3,5,46,143.10000610351562,Canceled
INN27824,2,2,4,2,2,4,163,192.9499969482422,Not_Canceled
INN27825,2,0,2,2,3,5,22,75.5999984741211,Not_Canceled
INN27826,1,0,1,1,2,3,7,103.18000030517578,Not_Canceled
INN27827,2,0,2,1,2,3,96,87.30000305175781,Not_Canceled
INN27828,1,0,1,0,3,3,71,120.0,Not_Canceled
INN27829,3,0,3,2,1,3,32,95.0,Not_Canceled
INN27830,1,0,1,0,1,1,6,129.0,Not_Canceled
INN27831,2,1,3,0,3,3,18,167.74000549316406,Not_Canceled
INN27832,2,0,2,0,3,3,39,135.0,Not_Canceled
INN27833,2,0,2,2,4,6,12,118.66999816894531,Not_Canceled
INN27834,2,0,2,2,1,3,89,55.630001068115234,Not_Canceled
INN27835,1,1,2,1,0,1,22,138.0,Not_Canceled
INN27836,2,0,2,1,1,2,151,82.44999694824219,Canceled
INN27837,2,0,2,1,2,3,207,161.6699981689453,Not_Canceled
INN27838,2,0,2,0,2,2,39,101.5,Not_Canceled
INN27839,2,0,2,0,2,2,39,107.0999984741211,Not_Canceled
INN27840,2,0,2,2,3,5,126,147.10000610351562,Not_Canceled
INN27841,1,0,1,0,2,2,19,112.0,Canceled
INN27842,1,0,1,0,1,1,55,79.0,Not_Canceled
INN27843,1,0,1,0,1,1,4,80.0,Not_Canceled
INN27844,2,0,2,2,3,5,19,80.0,Not_Canceled
INN27845,2,0,2,0,3,3,146,113.55999755859375,Not_Canceled
INN27846,2,2,4,2,3,5,89,94.72000122070312,Not_Canceled
INN27847,3,0,3,0,3,3,91,92.6500015258789,Not_Canceled
INN27848,2,0,2,0,3,3,164,94.5,Canceled
INN27849,2,0,2,1,3,4,55,135.89999389648438,Not_Canceled
INN27850,2,0,2,0,2,2,48,135.89999389648438,Not_Canceled
INN27851,3,0,3,1,2,3,160,146.6999969482422,Canceled
INN27852,2,0,2,1,2,3,273,95.0,Canceled
INN27853,2,0,2,2,4,6,296,56.0099983215332,Canceled
INN27854,2,0,2,0,2,2,177,100.0,Canceled
INN27855,2,0,2,0,2,2,39,109.0,Not_Canceled
INN27856,2,0,2,0,1,1,55,104.0,Not_Canceled
INN27857,2,0,2,2,0,2,55,63.0,Not_Canceled
INN27858,2,0,2,0,1,1,13,169.0,Canceled
INN27859,2,0,2,2,1,3,39,117.9000015258789,Canceled
INN27860,1,0,1,1,0,1,18,65.0,Not_Canceled
INN27861,2,0,2,0,1,1,6,79.0,Not_Canceled
INN27862,1,0,1,2,1,3,1,60.0,Canceled
INN27863,2,0,2,2,1,3,30,85.0,Not_Canceled
INN27864,2,0,2,1,3,4,68,104.76000213623047,Not_Canceled
INN27865,2,0,2,1,3,4,240,80.75,Canceled
INN27866,2,0,2,2,2,4,2,81.75,Not_Canceled
INN27867,2,0,2,0,3,3,314,75.0,Canceled
INN27868,3,0,3,1,1,2,108,150.3000030517578,Not_Canceled
INN27869,2,0,2,0,3,3,51,68.47000122070312,Not_Canceled
INN27870,2,0,2,2,2,4,5,170.0,Not_Canceled
INN27871,2,0,2,1,3,4,58,86.72000122070312,Not_Canceled
INN27872,2,0,2,0,2,2,31,135.89999389648438,Not_Canceled
INN27873,1,0,1,0,1,1,10,74.0,Not_Canceled
INN27874,2,0,2,1,2,3,267,95.0,Canceled
INN27875,2,0,2,0,2,2,180,85.5,Canceled
INN27876,1,0,1,0,2,2,103,115.0,Canceled
INN27877,1,0,1,0,1,1,14,100.0,Not_Canceled
INN27878,3,0,3,1,5,6,71,131.17999267578125,Not_Canceled
INN27879,2,0,2,2,2,4,2,89.0,Not_Canceled
INN27880,2,0,2,0,2,2,61,89.5,Not_Canceled
INN27881,2,0,2,1,3,4,6,116.25,Not_Canceled
INN27882,2,0,2,0,2,2,101,95.87999725341797,Canceled
INN27883,2,0,2,2,3,5,256,100.75,Canceled
INN27884,2,0,2,0,2,2,36,140.39999389648438,Not_Canceled
INN27885,2,1,3,0,1,1,135,130.5,Not_Canceled
INN27886,2,0,2,2,2,4,68,89.25,Canceled
INN27887,2,0,2,0,3,3,314,75.0,Canceled
INN27888,2,0,2,2,2,4,60,75.0,Canceled
INN27889,2,0,2,2,4,6,64,112.4800033569336,Not_Canceled
INN27890,2,0,2,0,2,2,106,89.25,Canceled
INN27891,2,0,2,1,3,4,210,72.75,Not_Canceled
INN27892,2,2,4,0,2,2,20,210.57000732421875,Not_Canceled
INN27893,3,0,3,2,3,5,86,119.0,Not_Canceled
INN27894,2,2,4,0,1,1,0,174.0,Not_Canceled
INN27895,2,0,2,2,2,4,2,81.75,Not_Canceled
INN27896,2,0,2,1,3,4,79,105.61000061035156,Canceled
INN27897,1,0,1,0,2,2,257,80.0,Not_Canceled
INN27898,1,0,1,0,2,2,4,95.0,Not_Canceled
INN27899,1,0,1,1,0,1,5,77.0,Not_Canceled
INN27900,2,0,2,0,4,4,11,119.0,Not_Canceled
INN27901,2,0,2,2,2,4,99,83.25,Canceled
INN27902,1,0,1,0,3,3,271,85.66999816894531,Not_Canceled
INN27903,3,0,3,1,2,3,124,159.3000030517578,Canceled
INN27904,1,0,1,1,2,3,3,66.0,Not_Canceled
INN27905,2,1,3,1,3,4,84,149.17999267578125,Not_Canceled
INN27906,2,0,2,2,2,4,195,96.30000305175781,Not_Canceled
INN27907,2,2,4,2,3,5,188,84.81999969482422,Not_Canceled
INN27908,2,0,2,0,2,2,273,109.0,Canceled
INN27909,2,0,2,2,1,3,48,131.72000122070312,Not_Canceled
INN27910,3,0,3,0,1,1,52,168.3000030517578,Not_Canceled
INN27911,2,0,2,0,1,1,9,90.0,Not_Canceled
INN27912,2,0,2,2,3,5,120,84.1500015258789,Canceled
INN27913,2,0,2,1,2,3,14,40.66999816894531,Not_Canceled
INN27914,2,0,2,0,1,1,62,91.4800033569336,Not_Canceled
INN27915,2,0,2,1,4,5,137,85.16000366210938,Canceled
INN27916,2,0,2,0,2,2,47,125.0999984741211,Not_Canceled
INN27917,2,0,2,1,3,4,65,119.8499984741211,Not_Canceled
INN27918,2,0,2,0,1,1,40,65.0,Not_Canceled
INN27919,2,1,3,0,3,3,127,185.85000610351562,Not_Canceled
INN27920,2,0,2,1,3,4,85,60.0,Not_Canceled
INN27921,3,0,3,2,1,3,80,151.1999969482422,Canceled
INN27922,2,2,4,0,1,1,5,250.0,Not_Canceled
INN27923,2,1,3,1,0,1,12,141.0,Not_Canceled
INN27924,1,0,1,0,2,2,15,65.0,Not_Canceled
INN27925,2,0,2,2,5,7,89,83.66000366210938,Not_Canceled
INN27926,2,1,3,2,1,3,125,101.48999786376953,Not_Canceled
INN27927,2,0,2,0,1,1,0,95.0,Not_Canceled
INN27928,2,0,2,1,1,2,180,0.0,Not_Canceled
INN27929,2,0,2,1,5,6,115,102.33000183105469,Not_Canceled
INN27930,2,0,2,1,4,5,144,92.55000305175781,Not_Canceled
INN27931,2,0,2,2,2,4,74,68.5,Not_Canceled
INN27932,2,0,2,0,3,3,37,105.0,Not_Canceled
INN27933,2,0,2,1,3,4,9,70.4000015258789,Not_Canceled
INN27934,1,0,1,2,5,7,75,74.68000030517578,Not_Canceled
INN27935,2,0,2,1,1,2,6,81.0,Not_Canceled
INN27936,2,0,2,0,2,2,86,100.0,Not_Canceled
INN27937,2,0,2,0,4,4,65,105.0,Not_Canceled
INN27938,2,0,2,0,2,2,101,123.30000305175781,Canceled
INN27939,2,0,2,2,2,4,99,65.0,Canceled
